video_id,link,title,published_at_utc,published_date_wib,published_time_wib,channel_id,channel_title,channel_subscribers,view_count,like_count,comment_count,is_short
cwtCQ5CTibA,https://www.youtube.com/watch?v=cwtCQ5CTibA,Kapolri jenderal listyo Sigit Prabowo meminta maaf ke keluarga korban #gojek#polri #keadilan #rip,2025-08-29T01:54:45Z,8/29/2025,8:54:45,UCxflW-3HXUbH2MuHMrI4q4A,kata tetangga,410,1714,8,0,TRUE
CD9STjqJvfg,https://www.youtube.com/watch?v=CD9STjqJvfg,TRAGEDI MENCEKAM! DRIVER GOJEK TEWAS DILINDAS RANTIS BRIMOB DI JAKARTA,2025-08-29T01:54:35Z,8/29/2025,8:54:35,UC3JkVZ3yLYbyIfSzh7hMliA,ACHwan,2270,12,0,0,TRUE
xRCavwImXqs,https://www.youtube.com/watch?v=xRCavwImXqs,BIADAB! Saksi Mata Rantis Brimob Lindas Ojol: Sudah Teriak Ada Gojek Tetap digilas!#shorts #viral,2025-08-29T01:54:26Z,8/29/2025,8:54:26,UCq-buolJqYWGPvwk2p-z4qA,NETIZEN KONOHA,7830,41325,95,8,TRUE
lC9KNAhSu2g,https://www.youtube.com/watch?v=lC9KNAhSu2g,"Driver Ojol Tewas Dilindas Rantis Brimob, 7 Polisi Ditangkap",2025-08-29T01:53:05Z,8/29/2025,8:53:05,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,5620000,188654,3250,2034,TRUE
ohBUI9ec4Nw,https://www.youtube.com/watch?v=ohBUI9ec4Nw,#demodpr # rantis #polisi #ibupertiwi #gojek,2025-08-29T01:52:15Z,8/29/2025,8:52:15,UC6AlEc1HWWUDBSjpUze-auA,MELODYB,2,16,0,0,TRUE
T9m4GS85oSw,https://www.youtube.com/watch?v=T9m4GS85oSw,ojol gojek dilindas mobil saat demo,2025-08-29T01:52:08Z,8/29/2025,8:52:08,UCsE5V6Jn3eYaR5B9hYlo-Ow,Kang Yusuf Nursaeha,69,1,0,0,FALSE
UM25lLI0zf4,https://www.youtube.com/watch?v=UM25lLI0zf4,#reels #polisi #gojek #dpr,2025-08-29T01:52:03Z,8/29/2025,8:52:03,UCmo_p8Br98nDe_jb47S5PvQ,steven M,0,38,0,0,TRUE
Ji1a4z80LqM,https://www.youtube.com/watch?v=Ji1a4z80LqM,Goto Minta Driver Gojek Jaga Ketertiban,2025-08-29T01:51:49Z,8/29/2025,8:51:49,UCWBqcKLh_Ta6ua00OX57ejA,REPUBLIKA Official,37700,840,9,0,TRUE
kFlZ6BweIvo,https://www.youtube.com/watch?v=kFlZ6BweIvo,?? Driver Ojol Korban Mobil Rantis Polisi Akhirnya Meninggal Dunia? #faktaunik #viral #dpr #ojol,2025-08-29T01:51:33Z,8/29/2025,8:51:33,UCjpTUU4dh3wnWde0D6HYlZg,Cerita Khayalan Belaka,2520,1431,,0,TRUE
q2FDAlZx3Vk,https://www.youtube.com/watch?v=q2FDAlZx3Vk,NASIB 7 Brimob yang Lindas Driver Ojol hingga Tewas,2025-08-29T01:51:31Z,8/29/2025,8:51:31,UCwFc1bMj5KFxX8BJ1wBRuzw,Tribun MedanTV,5780000,28483,170,308,FALSE
KadB2G5Wosc,https://www.youtube.com/watch?v=KadB2G5Wosc,DETIK-DETIK Ojol Tewas Dilindas Mobil Taktis Brimob di Pejompongan,2025-08-29T01:50:26Z,8/29/2025,8:50:26,UC-inGkOwn_su3qh40RYC11A,TRIBUN LAMPUNG NEWS VIDEO,1520000,4514,27,19,FALSE
OhaEsJRN3Eo,https://www.youtube.com/watch?v=OhaEsJRN3Eo,demo rusuh *Polisi nabrak&melindas gojek*   #demo25agustus polisi nabrak,2025-08-29T01:48:21Z,8/29/2025,8:48:21,UCQKvQJR5nYFaGQxYolFlGHA,GFshorts,16,0,0,0,FALSE
PS6ShmcIxAc,https://www.youtube.com/watch?v=PS6ShmcIxAc,"Sosok Affan Kurniawan, Driver Ojol yang Tewas Dilindas Rantis Brimob, Tulang Punggung Keluarga",2025-08-29T01:48:21Z,8/29/2025,8:48:21,UCpoUHg5-OacDiR4BGB-AfFQ,Tribun Video,618000,3880,35,10,FALSE
Yy4AbkdonVM,https://www.youtube.com/watch?v=Yy4AbkdonVM,"Affan Kurniawan, Sang Ojol Tulang Punggung Keluarga Itu Tewas Dilindas Rantis...",2025-08-29T01:46:48Z,8/29/2025,8:46:48,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,5620000,21301,549,43,FALSE
jMm32twvIyw,https://www.youtube.com/watch?v=jMm32twvIyw,Aksi susulan kembali Lanjut || Gojek kelindas Barakuda Brimob #news,2025-08-29T01:46:40Z,8/29/2025,8:46:40,UCXbtwR7ENBae9l1rjpi3WwA,Hendro Silitonga Official,7010,129,6,0,FALSE
b9ouv5etiDs,https://www.youtube.com/watch?v=b9ouv5etiDs,"Datangi RSCM, Willie Salim Beri Uang Segepok untuk Keluarga Ojol yang Tewas Dilindas Rantis Brimob",2025-08-29T01:46:36Z,8/29/2025,8:46:36,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,14900000,2512823,16273,838,TRUE
hsyNr4LwvQY,https://www.youtube.com/watch?v=hsyNr4LwvQY,DETIK-DETIK TERTABRAKNYA DRIVER OJOL OLEH BRIMOB part 3 #ojol #grab #gojek #fyp #viral,2025-08-29T01:45:55Z,8/29/2025,8:45:55,UCHYMyz2SZ0HwXYzE2caSMvg,KEPO GUA,6,3,1,0,TRUE
CIHPTZ1cqyM,https://www.youtube.com/watch?v=CIHPTZ1cqyM,ALASAN GUE MAKIN NGGA SUKA COKLAT,2025-08-29T01:45:43Z,8/29/2025,8:45:43,UCdmmQyv2jBXFIKbmGPFR33A,SAPOHOLIC CHANNEL,64400,729,1,0,TRUE
LmGHTmbp1m0,https://www.youtube.com/watch?v=LmGHTmbp1m0,TIRTO DAILY-Kapolri Peluk & Minta Maaf ke Keluarga Ojol yang Tewas Dilindas Rantis #tirtodaily,2025-08-29T01:45:03Z,8/29/2025,8:45:03,UCbgtORkDRZ8u5ORM0Gyl5wQ,TirtoID,245000,6860,136,52,TRUE
5t9MrBMX7sw,https://www.youtube.com/watch?v=5t9MrBMX7sw,KAPOLRI MINTA MAAF #demo #ojol #korbanojol #gojek #kapolri #brimob #polri,2025-08-29T01:44:11Z,8/29/2025,8:44:11,UCAjFprU6-iN9wfWw-QEs7Pw,Ai cat ,2,864,6,4,FALSE
zc8kdtq2bI4,https://www.youtube.com/watch?v=zc8kdtq2bI4,#smartphone #jepara #automobile #mayong #grab #bali #tips #ojol #ceritaojol#gojek,2025-08-29T01:43:42Z,8/29/2025,8:43:42,UCEhvEj9Ln9Cm6VBVcIjHrnw,Ojol jepara,3,138,0,0,TRUE
KDF69dkDAPc,https://www.youtube.com/watch?v=KDF69dkDAPc,Viral Ojol Di L1nd4s Mobil Brimob #ojol #gojek #news #viral #demo #shortsfeed #shorts,2025-08-29T01:43:30Z,8/29/2025,8:43:30,UCMdracOPhvJYLKie8ygS5NA,DRAWW NEWS,2670,2084,7,0,TRUE
b5IX1fQVh00,https://www.youtube.com/watch?v=b5IX1fQVh00,"Buntut Tewasnya Ojol, Massa Ngamuk Bakar 8 Mobil | Kabar Pagi tvOne",2025-08-29T01:42:46Z,8/29/2025,8:42:46,UCER4rvDnRBPr_ncYW4UCZjg,tvOneNews ,15800000,26010,259,151,FALSE
U_UgwgCKMv0,https://www.youtube.com/watch?v=U_UgwgCKMv0,KAMI SEBAGAI OJOL TIDAK TERIMA JIKA REKAN KAMI DI LIND4S POLISI???? #tni #tnidihatirakyat #beritaterk,2025-08-29T01:42:04Z,8/29/2025,8:42:04,UC6wLuKOuwpNIBoTgElVgikA,BAKU HANTAM,325000,1295936,12607,825,TRUE
wWoNJUopniY,https://www.youtube.com/watch?v=wWoNJUopniY,AFFAN KURNIAWAN #shorts #OJOL #GOJEK #GRAB #masukberanda #storytime #trendingshorts,2025-08-29T01:41:56Z,8/29/2025,8:41:56,UCmrqxcLEGVzRr4GRbypl--Q,Ria Ricis 1975 TV,2,3773,22,1,TRUE
LWxDENvdYzc,https://www.youtube.com/watch?v=LWxDENvdYzc,"Trending hari ini?? Kang Dedi kunjungi keluarga korban, ojol di lind4s polisi biad4b #dedimulyadi",2025-08-29T01:41:48Z,8/29/2025,8:41:48,UCc65fAvjSbr4ekcIV70Z8iw,Balad Kang Dedi Mulyadi,160000,44089,164,7,TRUE
vHblpD7ayJI,https://www.youtube.com/watch?v=vHblpD7ayJI,"Usai dari Markas Brimob Kwitang, Massa Ojol Masih Bertahan di Simpang Lima Senen | Liputan 6",2025-08-29T01:40:49Z,8/29/2025,8:40:49,UC1QpnGo11epfexw1bIiTHTg,Liputan6,2510000,186949,1541,1111,FALSE
Kyv8uyPmctI,https://www.youtube.com/watch?v=Kyv8uyPmctI,DETIK-DETIK TERTABRAKNYA DRIVER OJOL OLEH BRIMOB part 2 #ojol #grab #gojek #fyp #viral #kepogua,2025-08-29T01:39:47Z,8/29/2025,8:39:47,UCHYMyz2SZ0HwXYzE2caSMvg,KEPO GUA,6,5,1,0,TRUE
Id5QN32PSpA,https://www.youtube.com/watch?v=Id5QN32PSpA,Rantis Brimob Lindas Driver Ojol #shorts #viral #trending #news #fyp #demo #brimob #ojol,2025-08-29T01:38:46Z,8/29/2025,8:38:46,UCWfM_4k6C8fyQ5hCtgzkapQ,Sini_Yuk,613,11461,55,4,TRUE
HBAMywPtqrg,https://www.youtube.com/watch?v=HBAMywPtqrg,mobil Barakuda Brimob Lindas Ojol #gojek #grab #demo #chaos #dpr,2025-08-29T01:38:16Z,8/29/2025,8:38:16,UCGomFE-plGyYNy9YIZs5IsA,Bocil Tv,80800,1855,15,10,FALSE
7_hTSUksobw,https://www.youtube.com/watch?v=7_hTSUksobw,USTADZ DERRY SULAIMAN TANGGAPI PERMASALAHAN POLISI KEMARIN. #polisi #dpr #ceramah #ojol #gojek #grab,2025-08-29T01:38:11Z,8/29/2025,8:38:11,UCcyt3jSu-VRoGW1XimONYBA,Asyikin Aja Lagi ,13400,912,53,2,FALSE
7VcySoUTK8U,https://www.youtube.com/watch?v=7VcySoUTK8U,KAPOLDA METRO JAYA MINTA MAAF ATAS TEWASNYA OJOL TERLINDAS RANTIS #shorts,2025-08-29T01:37:38Z,8/29/2025,8:37:38,UCUQRcv-rKcgm_Lfz0k7ab0g,obyektifTV,1790,922,12,1,FALSE
QlU_ZX4eIFs,https://www.youtube.com/watch?v=QlU_ZX4eIFs,Mari kita lanjutkan perjuanganya #gojek #quotes,2025-08-29T01:37:19Z,8/29/2025,8:37:19,UC-Jv0TzvE8R33b1KSSUjyPA,Gojek Apalah Apalah,73,46,0,0,TRUE
VR-OTKYBxPI,https://www.youtube.com/watch?v=VR-OTKYBxPI,innalilahi rojiun atas meninggalnya alm Abang gojek ??,2025-08-29T01:37:01Z,8/29/2025,8:37:01,UC-JElTlkimX3R1i7yzblA6g,Robot Jambi,313,1,0,0,TRUE
3pTV5rnoBo8,https://www.youtube.com/watch?v=3pTV5rnoBo8,DOAKAN SEMOGA OJOL KHUSNUL KHOTIMA ???? #tni #tnidihatirakyat #beritaterkini #tniad #beritahari #news,2025-08-29T01:36:28Z,8/29/2025,8:36:28,UC6wLuKOuwpNIBoTgElVgikA,BAKU HANTAM,325000,242296,863,80,TRUE
i5IFkWAH1uQ,https://www.youtube.com/watch?v=i5IFkWAH1uQ,Kapolri Minta Maaf dan Peluk Keluarga Ojol Korban Ditabrak Rantis,2025-08-29T01:36:19Z,8/29/2025,8:36:19,UCoSkllfpgmFHtbVK835QaQg,Official iNews,9930000,23246,335,209,TRUE
eaOIADxxe1M,https://www.youtube.com/watch?v=eaOIADxxe1M,??LIVE: Desakan Kapolri Mundur seusai Tragedi Rantis Lindas Ojol  | Tagar Polisi Pembunuh Trending,2025-08-29T01:35:24Z,8/29/2025,8:35:24,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,14900000,1736,9,0,FALSE
Gw8yJ-xr2t8,https://www.youtube.com/watch?v=Gw8yJ-xr2t8,LIVE ?? DEMO TUKANG OJOL SOLIDARITAS,2025-08-29T01:35:24Z,8/29/2025,8:35:24,UCwzEFtp9K4NKif98tJNqxAg,MBAH DEDDY,10600,129686,307,0,FALSE
WQrf8RwZMsg,https://www.youtube.com/watch?v=WQrf8RwZMsg,Tujuh Anggota Brimob Diamankan Usai T4br4k Lari Ojol #beritaviral #fyp #trendingvideo,2025-08-29T01:34:58Z,8/29/2025,8:34:58,UCOeHaf4lgFXedbx5KiNAPrg,Profilin,19200,62545,172,67,TRUE
Vzs_-BJefzg,https://www.youtube.com/watch?v=Vzs_-BJefzg,Gubernur Jakarta Pramono Anung Melayat ke Kediaman Ojol Affan: Pemprov akan Fasilitasi Pemakaman,2025-08-29T01:34:53Z,8/29/2025,8:34:53,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,14900000,8984,67,61,FALSE
zsqX_OWER_0,https://www.youtube.com/watch?v=zsqX_OWER_0,"RIP OJOL AFFAN, KAPOLRI HARUS MUNDUR!!! #kapolrimundur #ripojol #ojoldilindasbrimob",2025-08-29T01:34:38Z,8/29/2025,8:34:38,UCaZ468mQEPQkv3-WMgNg_4Q,Perdana TV,34100,530,9,0,FALSE
Z7MRZPBV5RE,https://www.youtube.com/watch?v=Z7MRZPBV5RE,DETIK-DETIK TERTABRAKNYA DRIVER OJOL OLEH BRIMOB part 1 #ojol #grab #gojek #fyp #viral #demo2025,2025-08-29T01:32:45Z,8/29/2025,8:32:45,UCHYMyz2SZ0HwXYzE2caSMvg,KEPO GUA,6,10,0,0,TRUE
UHlW6Ix5sEI,https://www.youtube.com/watch?v=UHlW6Ix5sEI,Detik - Detik Driver Gojek Terlind4s Mobil Baracuda Brimob #trending #shorts #gojek #police #short,2025-08-29T01:30:41Z,8/29/2025,8:30:41,UCiHn2W17h-ASMAz3M_oDCEg,Padjajaran Tv Official,14500,817,10,0,TRUE
5xtimF6Jkv4,https://www.youtube.com/watch?v=5xtimF6Jkv4,"Untuk Mitra Gojek & Mitra Ojol Lainnya, Mari Kita Bersatu, Kawal Terus Kasus Ini.",2025-08-29T01:30:11Z,8/29/2025,8:30:11,UCidcXyOqHCo2dPiVQOtCZVg,Mitra Aspal,1330,1877,9,0,TRUE
Xgav_4bCwyA,https://www.youtube.com/watch?v=Xgav_4bCwyA,"Pagi ngantor, malam jadi Gojek nganter² makanan.",2025-08-29T01:29:59Z,8/29/2025,8:29:59,UCsh4L85665lEC6KXU3p6wrg,Endra Pranata,45,1171,5,0,TRUE
kU4EPGFrxRI,https://www.youtube.com/watch?v=kU4EPGFrxRI,#rip #ojol #demodpr # rantis #polisi #gojek #grab,2025-08-29T01:29:49Z,8/29/2025,8:29:49,UC6AlEc1HWWUDBSjpUze-auA,MELODYB,2,1712,7,0,TRUE
82C-xn63iHo,https://www.youtube.com/watch?v=82C-xn63iHo,pasha ungu datang kerumah duka bpk. ojol,2025-08-29T01:29:07Z,8/29/2025,8:29:07,UCWR_UXywV6ouOP2SwYz2lcw,Beritahu channel,44500,23653,350,16,TRUE
ZxBUyJ0UQ4M,https://www.youtube.com/watch?v=ZxBUyJ0UQ4M,OJOL DILINDAS brimob dengan mobil rantis #brimob #dpr #ahmadsahroni #ojol #shorts #fyp,2025-08-29T01:26:58Z,8/29/2025,8:26:58,UC3JPzisvMlvfR5XY6Imh_qw,Jack official ,634,32978,206,9,TRUE
GFUI5WwfzlU,https://www.youtube.com/watch?v=GFUI5WwfzlU,O J O L B E R D U K 4 !! 28 08 2025 !! DEEM00 MAKAN K0RB4N !! #ojol #gojek #grab ,2025-08-29T01:26:02Z,8/29/2025,8:26:02,UCSVdmnrzrOsZs_tA9SrpTNQ,Fandi Begenk,5800,329,15,4,FALSE
DywcoSqa_TI,https://www.youtube.com/watch?v=DywcoSqa_TI,terus gempur sampai ada hukum yg setimpal #gojol #gojek #gojekindonesia #grab #brimob #fyp #viral,2025-08-29T01:25:10Z,8/29/2025,8:25:10,UCn4mBUg2n7wM6EqITW143hg,SOBAT ONLINE,1470,3,2,2,TRUE
lP_awYkdv0g,https://www.youtube.com/watch?v=lP_awYkdv0g,Detik-Detik Pengemudi Ojol Dilindas Baracuda,2025-08-29T01:24:59Z,8/29/2025,8:24:59,UCWBqcKLh_Ta6ua00OX57ejA,REPUBLIKA Official,37700,730,4,0,TRUE
7frFAOJ_jW0,https://www.youtube.com/watch?v=7frFAOJ_jW0,"KRONOLOGI Driver Ojol Tewas Terlindas Rantis Brimob di Tengah Demo, Ternyata Lagi Antar Orderan",2025-08-29T01:24:55Z,8/29/2025,8:24:55,UC06gryP1oTCGEWbNW8pfIRA,TribunJatim Official,3280000,28453,132,98,FALSE
l1a_mogjsxM,https://www.youtube.com/watch?v=l1a_mogjsxM,buktikan kalau kalian masih bisa dipercaya  #gojol #gojek #gojekindonesia #grab #brimob #fyp #viral,2025-08-29T01:24:47Z,8/29/2025,8:24:47,UCn4mBUg2n7wM6EqITW143hg,SOBAT ONLINE,1470,3,2,2,FALSE
uVzjpaSJmik,https://www.youtube.com/watch?v=uVzjpaSJmik,"Al-Fatihah untuk Almarhum AFFAN KURNIAWAN,, Mitra Driver Gojek..",2025-08-29T01:24:37Z,8/29/2025,8:24:37,UCDfbbsBGTKSYFqpCSCaP1kw,Andy Fehunk,78,1115,10,0,TRUE
xNTU0e5BqYE,https://www.youtube.com/watch?v=xNTU0e5BqYE,"Rantis Brimob Lindas Ojol Picu Aksi Mahasiswa, Bakal Geruduk Polda Metro Jaya & Mabes Polri",2025-08-29T01:24:04Z,8/29/2025,8:24:04,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,14900000,35374,382,297,FALSE
72mvT-Hpq84,https://www.youtube.com/watch?v=72mvT-Hpq84,parah banget brimob minta maaf doang #gojol #gojek #gojekindonesia #grab #brimob #fyp #viral,2025-08-29T01:23:38Z,8/29/2025,8:23:38,UCn4mBUg2n7wM6EqITW143hg,SOBAT ONLINE,1470,2,2,2,TRUE
EdzSPpUklr8,https://www.youtube.com/watch?v=EdzSPpUklr8,"Mobil Barracuda Tabrak Ojol, 7 Personel Brimob Diperiksa [Metro Pagi Primetime]",2025-08-29T01:23:24Z,8/29/2025,8:23:24,UCzl0OrB3-ehunyotIQvK77A,METRO TV ,10700000,6769,47,49,FALSE
Wb6G1jKXrSg,https://www.youtube.com/watch?v=Wb6G1jKXrSg,Permohonan Maaf Kapolri u/ Keluarga Affan Kurniawan #ojol #grab #gojek #dpr #polri #hukum #politik,2025-08-29T01:23:04Z,8/29/2025,8:23:04,UC3VPD9ErPEZOoqjEwnHlU7Q,aprakabra,44500,527,9,1,FALSE
s1dCPAaR5Qc,https://www.youtube.com/watch?v=s1dCPAaR5Qc,INILAH MOBIL POLISI YANG MENABRAK TUKANG OJOL,2025-08-29T01:22:54Z,8/29/2025,8:22:54,UCk6-k7UCXsp7KhBcxFTVBpA,trendsnesia,2420000,64003,1352,122,TRUE
AhdKUJiVCPI,https://www.youtube.com/watch?v=AhdKUJiVCPI,VIRAL?Kang Ojol Serbu Kartor Brimob ?????#shortsfeed #shortsviral #shorts,2025-08-29T01:22:37Z,8/29/2025,8:22:37,UC11wtUUrA88mqHPz-R0EL9A,berita populer,18400,54030,312,14,TRUE
ZMpoZhRsY-I,https://www.youtube.com/watch?v=ZMpoZhRsY-I,"Momen Perwakilan Brimob Minta Maaf Seusai Insiden Rantis Lindas Ojol, Janji Bakal Tanggung Jawab",2025-08-29T01:22:31Z,8/29/2025,8:22:31,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,14900000,3000,12,29,FALSE
7GG_TeGYwAo,https://www.youtube.com/watch?v=7GG_TeGYwAo,ojol dilndas mobil brimob #brimob #fyp #reel #reels #gojek  #ojol #grab  #news #info #berita #viral,2025-08-29T01:22:18Z,8/29/2025,8:22:18,UC7u-NMM9JYtQCVHvc_AkvbA,study Islam ,88,1,0,0,TRUE
l1ZnnhDj1FU,https://www.youtube.com/watch?v=l1ZnnhDj1FU,Brimob tabrak ojol hingga tewas #dpr #brimob #ojol #demo #indonesia,2025-08-29T01:21:40Z,8/29/2025,8:21:40,UCj0GiTurvNwRQGNnEtrjWXQ,MONTOL ML,3700,1022,8,5,TRUE
t-QtFS1rOkI,https://www.youtube.com/watch?v=t-QtFS1rOkI,"BERDUKA, DRIVER OJOL MENINGGAL DI EVEN DEMO BURUH, GOJEK BERI PENDAMPINGAN #demoburuh #ojol #brimob",2025-08-29T01:21:23Z,8/29/2025,8:21:23,UCvKWA1S6hE6CA3qXFYLv3Bg,ZAZ way,85,16,0,0,TRUE
nzidD_xMItE,https://www.youtube.com/watch?v=nzidD_xMItE,DENNY SUMARGO & LUTFI AGIZAL DATANGI KELUARGA AFFAN OJOL YANG DILINDAS RANTIS BRIMOB,2025-08-29T01:21:11Z,8/29/2025,8:21:11,UCM68jv7rv3N0eiq5e1Gtvwg,Reyben Entertainment,2700000,21237,228,58,FALSE
qzvysrtdx1E,https://www.youtube.com/watch?v=qzvysrtdx1E,"Affan, Driver Ojol yang Tewas Dilindas Rantis Brimob, Tulang Punggung Keluarga",2025-08-29T01:20:47Z,8/29/2025,8:20:47,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,5620000,26628,123,38,FALSE
eIWSk1sAb8Q,https://www.youtube.com/watch?v=eIWSk1sAb8Q,RIP AFFAN KURNIAWAN #gojek #gojekindonesia #ojol,2025-08-29T01:20:15Z,8/29/2025,8:20:15,UCKIXBn5spSsOEJmu-qoHRrA,PeaceFull,61,548,1,0,TRUE
2TIO0qpXYag,https://www.youtube.com/watch?v=2TIO0qpXYag,"Driver Ojol Meninggal Dilindas Rantis Brimob, Grab Beri Santunan #matalokal",2025-08-29T01:20:14Z,8/29/2025,8:20:14,UCmlyd0F85jjkf5-iKOMG19A,Mata Lokal,46000,1183,1,0,TRUE
kfVvqbb3ntk,https://www.youtube.com/watch?v=kfVvqbb3ntk,"Ribuan Ojol Mengamuk di Mako Brimob, Polisi Kerahkan Pasukan Tambahan",2025-08-29T01:19:29Z,8/29/2025,8:19:29,UCW0RO3ScRR7Lj8mnraswdIw,warta banjar,13200,4416,181,9,FALSE
r2rUd5RgwbQ,https://www.youtube.com/watch?v=r2rUd5RgwbQ,"Insiden Rantis Tabrak Ojol, Propam Polri Amankan 7 Anggota",2025-08-29T01:18:57Z,8/29/2025,8:18:57,UCC-C46T69Ymv3WBeYMAFMRQ,Antara News,117000,196,5,3,FALSE
_G8HyxwAvrU,https://www.youtube.com/watch?v=_G8HyxwAvrU,Ojol Dilindas Rantis Brimob,2025-08-29T01:18:14Z,8/29/2025,8:18:14,UCYXaS_WgxASgSqZLFwAInZg,duniadian,94700,1352,47,15,FALSE
RLRmELK8zJ0,https://www.youtube.com/watch?v=RLRmELK8zJ0,Gubernur Pramono Anung Melayat ke Rumah Duka Affan Kurniawan Driver Ojol Terlindas Rantis Brimob,2025-08-29T01:17:35Z,8/29/2025,8:17:35,UCJpdpj9hNhaYBRGusGv7CjQ,Tribun Jateng,3450000,1129,3,5,FALSE
fhKAP_cO2FM,https://www.youtube.com/watch?v=fhKAP_cO2FM,DETIK-DETIK TERTABRAKNYA DRIVER OJOL OLEH BRIMOB #ojol #grab #gojek #affankurniawan #tragedi #2025 ,2025-08-29T01:16:55Z,8/29/2025,8:16:55,UCI1vmXU-0XTWU4iftKDKCQQ,Wildan Malik96,295,16,1,0,FALSE
Y_QHYG2SeSg,https://www.youtube.com/watch?v=Y_QHYG2SeSg,"Driver Tewas Tertabrak Mobil Brimob, GoTo Sampaikan Duka Cita | Metro Pagi Primetime",2025-08-29T01:16:17Z,8/29/2025,8:16:17,UCzl0OrB3-ehunyotIQvK77A,METRO TV ,10700000,5612,48,20,FALSE
6C476Sq5lgw,https://www.youtube.com/watch?v=6C476Sq5lgw,goto,2025-08-29T01:14:10Z,8/29/2025,8:14:10,UCFGojhuvn3hMydw4Oj1_aIg,shiva.vardat143,27,2,0,0,TRUE
NMcaFqC7jwU,https://www.youtube.com/watch?v=NMcaFqC7jwU,Rantis Brimob Lindas Ojol hingga Tewas: 7 Polisi Diamankan Propam hingga Istana Minta Maaf,2025-08-29T01:13:27Z,8/29/2025,8:13:27,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,14900000,4811,35,34,FALSE
mLGihd0YdNA,https://www.youtube.com/watch?v=mLGihd0YdNA,detik detik driver gojek dilindas #demo #pemerintah #dpr #gojekindonesia,2025-08-29T01:10:51Z,8/29/2025,8:10:51,UCYFpU2aMXJ0fCITMuaHbuOw,F9xMLBB,369,0,0,0,FALSE
_zp6F69Thdo,https://www.youtube.com/watch?v=_zp6F69Thdo,Tragedi Ojol vs Rantis Brimob: Nyawa Melayang di Tengah Kerusuhan,2025-08-29T01:10:36Z,8/29/2025,8:10:36,UChaX260yUIY5zkHZuEddOXA,Togi Sihombing ,5480,647,5,0,TRUE
YrJfzoIdwVw,https://www.youtube.com/watch?v=YrJfzoIdwVw,"Identitas Tujuh Polisi di Dalam Rantis Brimob yang Lindas Driver Ojol, Salah Satunya Perwira Polri",2025-08-29T01:10:16Z,8/29/2025,8:10:16,UC1QpnGo11epfexw1bIiTHTg,Liputan6,2510000,12069,98,79,FALSE
nVJgdVwwi4s,https://www.youtube.com/watch?v=nVJgdVwwi4s,VIRAL BUNTUT BRIMOB TABRAK OJOL SAAT DEMO #beritaterkini #berita #brimob #ojol,2025-08-29T01:09:46Z,8/29/2025,8:09:46,UCoZecTiKBUWhY5oKb94JCkA,Sikosin channel,94,7371,28,21,TRUE
YFtako3_Was,https://www.youtube.com/watch?v=YFtako3_Was,"MENCEKAM, Massa Ojol Geruduk Mako Brimob Kwitang Buntut Insiden Lindas Driver Ojol",2025-08-29T01:08:33Z,8/29/2025,8:08:33,UCJpdpj9hNhaYBRGusGv7CjQ,Tribun Jateng,3450000,2624,14,1,TRUE
SWK_vaCdRNI,https://www.youtube.com/watch?v=SWK_vaCdRNI,Tangisan histeris keluarga driver ojol yang terl*ndas. 29/08 #ojol #demo #gojek #brimob #polisi,2025-08-29T01:07:10Z,8/29/2025,8:07:10,UCHEGLUVl99AH5DCvomOP8dA,Warganet id,259000,16611,347,42,TRUE
9AnmsMSBlyU,https://www.youtube.com/watch?v=9AnmsMSBlyU,28 Agustus 2025 demokrasi DPR #gojek  #gojekindonesia #goride,2025-08-29T01:06:51Z,8/29/2025,8:06:51,UCoHK3hlpIA13zGhZi8ukr4Q,Ardo Akhardi,1230,539,10,0,TRUE
mTQReD2ToE4,https://www.youtube.com/watch?v=mTQReD2ToE4,Ojol malah demo brimob bukannya ke Dpr NETIZEN "DPR lega nie " #trendingshorts #dpr #demo,2025-08-29T01:04:32Z,8/29/2025,8:04:32,UCQdj1oxKozPwRqW2v0uCk7A,Win37r,5590,58120,195,18,TRUE
YiZZCQ81y2U,https://www.youtube.com/watch?v=YiZZCQ81y2U,"[FULL] Kapolda Metro Jaya Minta Maaf, Ungkap 7 Pelaku Penabrak Ojol Sudah Diamankan",2025-08-29T01:02:44Z,8/29/2025,8:02:44,UCYNpIdSp5xvvQzgOHtw2RAw,KOMPASTV JAWA TIMUR,963000,747,0,10,FALSE
PwdHSW-rF50,https://www.youtube.com/watch?v=PwdHSW-rF50,Rakyat Menangis???? Kapolri Minta Maaf Pada Keluarga Ojol #kapolri #shorts #viral,2025-08-29T01:01:45Z,8/29/2025,8:01:45,UCKmp2qT3807AENTwkDXizxg,Info halal,20500,14594,32,3,TRUE
